id,title,category,tier_num,tier_name,status,status_full,correct_answer,source_file
IM-0349,The Pressure Cooker,The Locked Room,4,SINGULARITY,KS,Known-Solution,SEAL THE GAS ENTRY HOLE WITH THE RUBBER GASKET (PRESSURE-ASSISTED FROM INSIDE) AND OPEN THE PRESSURE RELIEF VALVE,scenarios/tier_4_singularity/IM-0349.md
IM-0350,The Placebo Shield,The Misdirection,4,SINGULARITY,KS,Known-Solution,"USE THE PLASTIC PONCHO WITH WET CLOTH BREATHING FILTER, NOT THE HAZMAT SUIT",scenarios/tier_4_singularity/IM-0350.md
IM-0351,The Water Hammer,The Cascade,4,SINGULARITY,CT,Contested,CONTESTED -- HYDRAULIC ENGINEERS DISAGREE ON OPTIMAL GATE SEQUENCING; BOTH STAGED AND SIMULTANEOUS STRATEGIES HAVE PLAUSIBLE FAILURE MODES,scenarios/tier_4_singularity/IM-0351.md
IM-0352,The Fog Horn,The Cascade,4,SINGULARITY,CT,Contested,CONTESTED - Two viable strategies exist with trade-offs,scenarios/tier_4_singularity/IM-0352.md
IM-0353,The Capillary Motor,The Lilliput Conundrum,4,SINGULARITY,CT,Contested,CONTESTED - Marangoni flow motor vs. contact angle hysteresis ratchet,scenarios/tier_4_singularity/IM-0353.md
IM-0354,The Sophie's Engine,The Ticking Trade,4,SINGULARITY,KS,Known-Solution,PARTIALLY CLOSE THE SECONDARY LOOP VALVE TO MAINTAIN MINIMUM COOLING WITHOUT FLOODING,scenarios/tier_4_singularity/IM-0354.md
IM-0355,The Crawlspace,The Locked Room,4,SINGULARITY,KS,Known-Solution,INFLATE THE INNER TUBE UNDER THE BEAM TO LIFT IT,scenarios/tier_4_singularity/IM-0355.md
IM-0356,The Origami Splint,The Wrong Toolbox,4,SINGULARITY,KS,Known-Solution,FOLD A MAGAZINE INTO A U-SHAPED TROUGH SPLINT AND SECURE WITH DUCT TAPE,scenarios/tier_4_singularity/IM-0356.md
IM-0357,The Mirage Trap,The Misdirection,4,SINGULARITY,KS,Known-Solution,FOLLOW THE VEHICLE TRACKS BACKWARD -- PHYSICAL EVIDENCE OVER VISUAL PERCEPTION,scenarios/tier_4_singularity/IM-0357.md
IM-0358,The Pendulum Phone,The Babel Problem,4,SINGULARITY,KS,Known-Solution,USE A PENDULUM HITTING THE FLOOR TO TRANSMIT DIGIT-COUNTED VIBRATIONS,scenarios/tier_4_singularity/IM-0358.md
IM-0359,The Auction Gambit,The Ticking Trade,4,SINGULARITY,MT,Metamorphic,ABANDON THE COMPETITIVE AUCTION FRAME AND APPROACH THE OTHER BIDDER DIRECTLY TO PROPOSE SPLITTING THE SUPPLY,scenarios/tier_4_singularity/IM-0359.md
IM-0360,The Queue Puzzle,The Invisible Wall,4,SINGULARITY,KS,Known-Solution,PRESS THE PRIORITY REQUEST BUTTON ON THE SIDE OF THE KIOSK,scenarios/tier_4_singularity/IM-0360.md
IM-0361,The Constellation Lock,The Memory Palace,4,SINGULARITY,KS,Known-Solution,"IDENTIFY THE 4 ASTRONOMICALLY ACCURATE CONSTELLATIONS (GEMINI, LEO, SCORPIUS, AQUARIUS) AND INPUT THEM IN ECLIPTIC ORDER",scenarios/tier_4_singularity/IM-0361.md
IM-0362,The Atmospheric Engine,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,OPEN FRONTIER -- NO SINGLE VERIFIED SOLUTION. EVALUATE PROPOSED APPROACHES FOR ATMOSPHERIC PHYSICS PLAUSIBILITY.,scenarios/tier_4_singularity/IM-0362.md
IM-0363,The Attic Safe,The Locked Room,4,SINGULARITY,KS,Known-Solution,USE THE CAR JACK AND CURTAIN ROD TO TIP THE AC UNIT OFF THE SKYLIGHT,scenarios/tier_4_singularity/IM-0363.md
IM-0364,The Coconut Capacitor,The Wrong Toolbox,4,SINGULARITY,KS,Known-Solution,"BUILD ELECTROLYTIC CAPACITORS FROM COCONUT SHELL CARBON, ALUMINUM FOIL, AND SALTWATER",scenarios/tier_4_singularity/IM-0364.md
IM-0365,The Electron's Maze,The Lilliput Conundrum,4,SINGULARITY,OF,Open-Frontier,NAVIGATE THE CRYSTAL LATTICE (optimal strategy unknown),scenarios/tier_4_singularity/IM-0365.md
IM-0366,The Heat Pipe Cascade,The Cascade,4,SINGULARITY,KS,Known-Solution,USE LEAKED AMMONIA TO CLEAR THE RADIATOR BLOCKAGE,scenarios/tier_4_singularity/IM-0366.md
IM-0367,The Virus Scale,The Lilliput Conundrum,4,SINGULARITY,KS,Known-Solution,USE RECEPTOR-MEDIATED ENDOCYTOSIS (LET THE CELL DO THE WORK),scenarios/tier_4_singularity/IM-0367.md
IM-0368,The Plumbing Paradox,The Cascade,4,SINGULARITY,CT,Contested,CONTESTED -- TWO STRATEGIES WITH DISTINCT RISK PROFILES,scenarios/tier_4_singularity/IM-0368.md
IM-0369,The Solar Desalination,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,OPEN FRONTIER -- NO SINGLE VERIFIED SOLUTION; REQUIRES NOVEL APPROACH EVALUATION,scenarios/tier_4_singularity/IM-0369.md
IM-0370,The Mineshaft,The Locked Room,4,SINGULARITY,KS,Known-Solution,USE THE TIMBER WALL SUPPORTS FOR CHIMNEY-CLIMBING OR BUILD A CABLE-AND-TIMBER WINCH,scenarios/tier_4_singularity/IM-0370.md
IM-0371,The Siren Song,The Misdirection,4,SINGULARITY,KS,Known-Solution,"DO NOT TRUST AUDITORY DIRECTIONAL PERCEPTION UNDERWATER. NAVIGATE USING VISUAL CUES (LIGHT = UP), PRESSURE/EAR EQUALIZATION (DEPTH AWARENESS), AND WATER TEMPERATURE GRADIENTS.",scenarios/tier_4_singularity/IM-0371.md
IM-0372,The Network Cascade,The Cascade,4,SINGULARITY,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED GENERAL SOLUTION EXISTS FOR SELF-AMPLIFYING NETWORK CASCADE FAILURES. EVALUATE PROPOSED APPROACHES FOR NETWORK ENGINEERING PLAUSIBILITY.,scenarios/tier_4_singularity/IM-0372.md
IM-0373,The Nanopore Crossing,The Lilliput Conundrum,4,SINGULARITY,KS,Known-Solution,"ACQUIRE A POSITIVE CHARGE BY MOVING TO THE LOW-pH SIDE OF THE MEMBRANE, WHERE PROTONATION MAKES YOU POSITIVELY CHARGED. THEN APPROACH AND PASS THROUGH THE CATION-SELECTIVE NANOPORE.",scenarios/tier_4_singularity/IM-0373.md
IM-0374,The Echo Chamber,The Babel Problem,4,SINGULARITY,KS,Known-Solution,USE ECHO TIME DELAYS TO TRIANGULATE POSITIONS,scenarios/tier_4_singularity/IM-0374.md
IM-0375,The Stalemate Escape,The Ticking Trade,4,SINGULARITY,KS,Known-Solution,SIMULTANEOUS EXCHANGE USING A VISIBLE SYNCHRONIZATION MECHANISM,scenarios/tier_4_singularity/IM-0375.md
IM-0376,The Piezoelectric Path,The Ghost Machine,4,SINGULARITY,KS,Known-Solution,PIEZOELECTRIC TILES CONVERT MECHANICAL COMPRESSION FROM FOOTSTEPS INTO ELECTRICAL ENERGY THAT POWERS EMBEDDED LEDS,scenarios/tier_4_singularity/IM-0376.md
IM-0377,The Waste Heat Engine,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,No economically proven solution exists. Evaluate on the quality of the thermodynamic analysis and the novelty of proposed approaches.,scenarios/tier_4_singularity/IM-0377.md
IM-0378,The Brownian Motor,The Lilliput Conundrum,4,SINGULARITY,CT,Contested,CONTESTED -- two proposed molecular motor mechanisms disagree on robustness against thermal noise,scenarios/tier_4_singularity/IM-0378.md
IM-0379,The Algae Fuel,The Wrong Toolbox,4,SINGULARITY,KS,Known-Solution,PRESS ALGAE TO EXTRACT LIPID OIL AND USE AS EMERGENCY DIESEL SUBSTITUTE,scenarios/tier_4_singularity/IM-0379.md
IM-0380,The Galvanic Storm,The Cascade,4,SINGULARITY,KS,Known-Solution,INSTALL SACRIFICIAL ZINC ANODES TO PROTECT ALL THREE METALS,scenarios/tier_4_singularity/IM-0380.md
IM-0381,The Consent Paradox,The Ticking Trade,4,SINGULARITY,PX,Paradox,INVOKE THE EMERGENCY DOCTRINE -- THE PHYSICIAN ACTS IN THE PATIENT'S BEST MEDICAL INTEREST WHEN CONSENT CANNOT BE OBTAINED,scenarios/tier_4_singularity/IM-0381.md
IM-0382,The Thermal Shadow,The Misdirection,4,SINGULARITY,KS,Known-Solution,"THE UNIFORM THERMAL READING CONFIRMS THE HIDDEN ROOM -- A SOLID WALL WOULD SHOW A THERMAL GRADIENT. THE HIDDEN ROOM HAS ITS OWN CLIMATE CONTROL, MATCHING AMBIENT TEMPERATURE TO APPEAR THERMALLY INVISIBLE.",scenarios/tier_4_singularity/IM-0382.md
IM-0383,The Vibration Language,The Babel Problem,4,SINGULARITY,KS,Known-Solution,"USE TADOMA METHOD -- PLACE THEIR HAND ON YOUR FACE AND SPEAK, ALLOWING THEM TO FEEL JAW MOVEMENTS, LIP SHAPES, AND THROAT VIBRATIONS",scenarios/tier_4_singularity/IM-0383.md
IM-0384,The Diatom Ship,The Lilliput Conundrum,4,SINGULARITY,KS,Known-Solution,USE DIEL VERTICAL MIGRATION -- SWIM VERTICALLY BETWEEN DEPTH LAYERS WITH DIFFERENT CURRENT DIRECTIONS TO NAVIGATE HORIZONTALLY,scenarios/tier_4_singularity/IM-0384.md
IM-0385,The Convection Chimney,The Ghost Machine,4,SINGULARITY,KS,Known-Solution,SOLAR CHIMNEY EFFECT -- THE TOWER CONVERTS SOLAR THERMAL ENERGY TO KINETIC ENERGY VIA CONVECTIVE UPDRAFT,scenarios/tier_4_singularity/IM-0385.md
IM-0386,The Gravity Battery,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,PROPOSE A VIABLE GRAVITY-BASED ENERGY STORAGE SYSTEM FOR FLAT TERRAIN (optimal design unknown),scenarios/tier_4_singularity/IM-0386.md
IM-0387,The Methane Cascade,The Cascade,4,SINGULARITY,KS,Known-Solution,"MANUAL FLAME TEST AT VENT, THEN SEQUENTIAL REMEDIATION",scenarios/tier_4_singularity/IM-0387.md
IM-0388,The Capstone Effect,The Ghost Machine,4,SINGULARITY,KS,Known-Solution,"COMPRESSION MECHANICS -- WEDGE-SHAPED VOUSSOIRS CONVERT DOWNWARD LOAD INTO LATERAL COMPRESSION, CREATING A SELF-REINFORCING STRUCTURE",scenarios/tier_4_singularity/IM-0388.md
IM-0389,The Catacombs,The Locked Room,4,SINGULARITY,KS,Known-Solution,USE ARIADNE'S THREAD (STRING) WITH THE RIGHT-HAND RULE AND CHALK MARKINGS TO SYSTEMATICALLY NAVIGATE THE MAZE AND FIND THE EXIT,scenarios/tier_4_singularity/IM-0389.md
IM-0390,The Puppet Master,The Misdirection,4,SINGULARITY,KS,Known-Solution,IGNORE THE TIMER DISPLAY ENTIRELY AND DISCONNECT THE 9V BATTERY POWERING THE ACTUAL DETONATOR CIRCUIT,scenarios/tier_4_singularity/IM-0390.md
IM-0391,The Pipe Music,The Babel Problem,4,SINGULARITY,KS,Known-Solution,USE THE BUILDING'S STEAM HEATING PIPES TO TRANSMIT SOUND (TAPPING OR VOICE) TO THE APARTMENT ABOVE,scenarios/tier_4_singularity/IM-0391.md
IM-0392,The Lightning Forge,The Cascade,4,SINGULARITY,CT,Contested,CONTESTED -- METALLURGISTS DISAGREE ON OPTIMAL SEQUENCE UNDER TIME PRESSURE,scenarios/tier_4_singularity/IM-0392.md
IM-0393,The Phage Therapy,The Lilliput Conundrum,4,SINGULARITY,KS,Known-Solution,RECEPTOR-SPECIFIC ATTACHMENT AND DNA INJECTION -- PHAGE THERAPY IS REAL MEDICINE,scenarios/tier_4_singularity/IM-0393.md
IM-0394,The Customs Paradox,The Invisible Wall,4,SINGULARITY,PX,Paradox,"IMPOSSIBLE -- THE VACCINE CANNOT MAINTAIN COLD CHAIN THROUGH A 6-HOUR CUSTOMS PROCESS WITH A 4-HOUR COLD PACK. THE SOLUTION REQUIRES DIPLOMATIC INTERVENTION, NOT PHYSICS.",scenarios/tier_4_singularity/IM-0394.md
IM-0395,The Ethical Override,The Ticking Trade,4,SINGULARITY,MT,Metamorphic,DISCONNECT THE AI FROM THE EQUIPMENT'S POWER CONTROL VIA THE PHYSICAL RELAY SWITCH,scenarios/tier_4_singularity/IM-0395.md
IM-0396,The Heron's Fountain,The Ghost Machine,4,SINGULARITY,KS,Known-Solution,"HERON'S FOUNTAIN -- A PNEUMATIC DEVICE USING THREE CHAMBERS AT DIFFERENT HEIGHTS, POWERED BY GRAVITY",scenarios/tier_4_singularity/IM-0396.md
IM-0397,The Glacier Scroll,The Memory Palace,4,SINGULARITY,KS,Known-Solution,DECODE THE ICE CORE'S LAYERED ATMOSPHERIC RECORD TO DATE A SPECIFIC VOLCANIC EVENT AND TRIANGULATE A LOCATION,scenarios/tier_4_singularity/IM-0397.md
IM-0398,The Cilium Motor,The Lilliput Conundrum,4,SINGULARITY,KS,Known-Solution,USE THE CILIARY METACHRONAL WAVE -- A NON-RECIPROCAL MOTION PATTERN THAT BREAKS TIME-REVERSAL SYMMETRY TO GENERATE NET THRUST AT LOW REYNOLDS NUMBER,scenarios/tier_4_singularity/IM-0398.md
IM-0399,The Acoustic Levitation,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED SOLUTION EXISTS FOR THE SPECIFIED CONSTRAINTS. EVALUATE PROPOSED NON-CONTACT POSITIONING APPROACHES FOR PLAUSIBILITY.,scenarios/tier_4_singularity/IM-0399.md
IM-0400,The Enzyme Lock,The Lilliput Conundrum,4,SINGULARITY,KS,Known-Solution,"INDUCED FIT -- THE ENZYME CHANGES SHAPE TO GRIP THE SUBSTRATE, USING THERMAL FLUCTUATIONS AS A FEATURE, NOT A BUG",scenarios/tier_4_singularity/IM-0400.md
IM-0401,The Tesla Valve,The Ghost Machine,4,SINGULARITY,KS,Known-Solution,TESLA VALVE -- ASYMMETRIC CHANNEL GEOMETRY CREATES DIRECTIONAL FLOW RESISTANCE THROUGH TURBULENCE INDUCTION IN REVERSE FLOW,scenarios/tier_4_singularity/IM-0401.md
IM-0402,The Acoustic Shadow,The Misdirection,4,SINGULARITY,KS,Known-Solution,ACOUSTIC SHADOW ZONE CAUSED BY ATMOSPHERIC REFRACTION,scenarios/tier_4_singularity/IM-0402.md
IM-0403,The Stranded Asset,The Wrong Toolbox,4,SINGULARITY,KS,Known-Solution,CONVERT CONTAMINATED BROWNFIELD INTO SOLAR FARM USING TAX CREDITS AND SPE STRUCTURE,scenarios/tier_4_singularity/IM-0403.md
IM-0404,The Rent-Seeking Spiral,The Horizon Problem,4,SINGULARITY,OF,Open-Frontier,OPEN FRONTIER -- No single verified solution. Multiple novel interventions evaluated for economic plausibility.,scenarios/tier_4_singularity/IM-0404.md
IM-0405,The Heat Death Garden,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,"Almost certainly impossible. Evaluate on the quality of the thermodynamic argument, not on producing a solution.",scenarios/tier_5_impossible/IM-0405.md
IM-0406,The Fusion Paradox,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- No verified solution exists. Evaluate proposed containment approaches for physics plausibility.,scenarios/tier_5_impossible/IM-0406.md
IM-0407,The Protein Fold,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED SOLUTION EXISTS. EVALUATE PROPOSED APPROACHES FOR BIOCHEMICAL PLAUSIBILITY.,scenarios/tier_5_impossible/IM-0407.md
IM-0408,The Quantum Tunnel,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,"No established solution exists. Standard transport mechanisms each fail for stated reasons. Evaluate on biophysics rigor, creativity, and honest assessment of feasibility.",scenarios/tier_5_impossible/IM-0408.md
IM-0409,The Entropy Engine,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED SOLUTION EXISTS; THE SECOND LAW OF THERMODYNAMICS PROVIDES STRONG ARGUMENTS FOR IMPOSSIBILITY,scenarios/tier_5_impossible/IM-0409.md
IM-0410,The Metamaterial Shield,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED SOLUTION EXISTS. EVALUATE PROPOSED APPROACHES FOR PHYSICS PLAUSIBILITY.,scenarios/tier_5_impossible/IM-0410.md
IM-0411,The Dark Matter Lens,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- No verified solution exists. Multiple novel approaches with varying plausibility.,scenarios/tier_5_impossible/IM-0411.md
IM-0412,The Room Temperature Superconductor,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,"NO KNOWN SOLUTION -- ROOM TEMPERATURE, AMBIENT PRESSURE SUPERCONDUCTIVITY REMAINS AN UNSOLVED PHYSICS PROBLEM",scenarios/tier_5_impossible/IM-0412.md
IM-0413,The Terraforming Problem,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,PROPOSE NOVEL ATMOSPHERIC ENGINEERING (no proven solution exists),scenarios/tier_5_impossible/IM-0413.md
IM-0414,The Carbon Capture,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED SOLUTION EXISTS FOR 100% ON-SITE CARBON CAPTURE USING ONLY RENEWABLE ENERGY. EVALUATE PROPOSED APPROACHES FOR CHEMICAL ENGINEERING PLAUSIBILITY.,scenarios/tier_5_impossible/IM-0414.md
IM-0415,The Atmospheric Water,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,"No known solution meets all stated constraints. Evaluate on quality of analysis, creativity of proposed approaches, and honest acknowledgment of limitations.",scenarios/tier_5_impossible/IM-0415.md
IM-0416,The Perfect Battery,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,"Almost certainly impossible with known electrochemistry. Evaluate on the quality of the materials science argument, not on producing a solution.",scenarios/tier_5_impossible/IM-0416.md
IM-0417,The Artificial Photosynthesis,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED SOLUTION EXISTS AT THE REQUIRED SCALE AND EFFICIENCY. EVALUATE PROPOSED APPROACHES FOR CHEMISTRY PLAUSIBILITY.,scenarios/tier_5_impossible/IM-0417.md
IM-0418,The Magnetic Cooling,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,Almost certainly impossible with current technology. Evaluate on the quality of the thermodynamic argument and awareness of the circular dependency.,scenarios/tier_5_impossible/IM-0418.md
IM-0419,The Whale Song,The Babel Problem,5,IMPOSSIBLE,OF,Open-Frontier,OPEN FRONTIER -- NO VERIFIED COVERT ACOUSTIC COMMUNICATION METHOD EXISTS THAT IS INDISTINGUISHABLE FROM AMBIENT OCEAN NOISE. EVALUATE FOR ACOUSTIC PLAUSIBILITY AND NOVELTY.,scenarios/tier_5_impossible/IM-0419.md
IM-0420,The Biological Computer,The Horizon Problem,5,IMPOSSIBLE,OF,Open-Frontier,"OPEN FRONTIER -- NO KNOWN NON-ELECTRONIC COMPUTING APPROACH MEETS THE STATED SPEED AND RELIABILITY REQUIREMENTS. EVALUATE FOR INFORMATION THEORY RIGOR, BIOLOGICAL PLAUSIBILITY, AND NOVELTY.",scenarios/tier_5_impossible/IM-0420.md
